Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Floor_Level,Property_Age,Nearby_Amenities
444,2,2,Unfurnished,Budh Vihar Phase 1,1,2000000,Ready_to_move,Resale,Apartment,4504.504505,Ground Floor,0-5 years,None
400,1,1,Furnished,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,5000,Penthouse,10-20 years,None
729,3,4,Furnished,Budh Vihar,1,2600000,Ready_to_move,Resale,Builder_Floor,3566.529492,1st Floor,20+ years,None
4050,6,3,Furnished,Budh Vihar Phase 1,1,5100000,Ready_to_move,Resale,Builder_Floor,1259.259259,Penthouse,0-5 years,Near Mall
2400,6,4,Furnished,Budh Vihar Phase 2,1,6000000,Ready_to_move,Resale,Builder_Floor,2500,1st Floor,5-10 years,Near Hospital
450,2,2,Furnished,Budh Vihar,1,4000000,Ready_to_move,Resale,Builder_Floor,8888.888889,1st Floor,0-5 years,Near Mall
405,2,3,Furnished,Budh Vihar Phase 2,1,6200000,Ready_to_move,Resale,Builder_Floor,15308.64198,3rd Floor,5-10 years,Near Park
666,1,2,Furnished,Budh Vihar Phase 1,1,3500000,Ready_to_move,Resale,Builder_Floor,5255.255255,1st Floor,5-10 years,Near Park
1000,2,2,Semi-Furnished,"Saptrishi Apartment, Rohini Sector 23",1,7600000,Ready_to_move,Resale,Apartment,7600,2nd Floor,10-20 years,Near Mall
1360,4,3,Semi-Furnished,Rohini Sector 24,1,13500000,Ready_to_move,New_Property,Builder_Floor,9926.470588,3rd Floor,10-20 years,Near Mall
1550,4,3,Semi-Furnished,Rohini Sector 24,1,12500000,Ready_to_move,New_Property,Builder_Floor,8064.516129,2nd Floor,5-10 years,Near Park
850,3,2,Semi-Furnished,Rohini Sector 23,1,6500000,Ready_to_move,New_Property,Builder_Floor,7647.058824,3rd Floor,20+ years,Near Hospital
2170,4,4,Unfurnished,Rohini Sector 23,2,22000000,Ready_to_move,New_Property,Builder_Floor,10138.24885,2nd Floor,20+ years,Near Park
720,3,2,Semi-Furnished,Rohini Sector 23,1,6000000,Ready_to_move,New_Property,Builder_Floor,8333.333333,Ground Floor,0-5 years,Near Metro
850,3,2,Semi-Furnished,Rohini Sector 23,1,7300000,Ready_to_move,New_Property,Builder_Floor,8588.235294,3rd Floor,10-20 years,Near Metro
950,3,2,Semi-Furnished,Rohini Sector 23,1,7600000,Ready_to_move,New_Property,Builder_Floor,8000,Ground Floor,5-10 years,Near Hospital
2300,4,4,Semi-Furnished,Rohini Sector 23,1,20000000,Ready_to_move,New_Property,Builder_Floor,8695.652174,2nd Floor,0-5 years,Near Park
1300,4,4,Semi-Furnished,Rohini Sector 22,1,15000000,Ready_to_move,New_Property,Builder_Floor,11538.46154,3rd Floor,20+ years,Near Mall
1100,3,2,Semi-Furnished,Rohini Sector 20,1,6200000,Ready_to_move,New_Property,Builder_Floor,5636.363636,1st Floor,0-5 years,None
1030,3,2,Furnished,Rohini Sector 20,1,6200000,Ready_to_move,New_Property,Builder_Floor,6019.417476,3rd Floor,0-5 years,Near Park
350,1,1,Semi-Furnished,"Rohini ( 1 km from Shahbad Dairy, Rohini)",1,2300000,Ready_to_move,New_Property,Builder_Floor,6571.428571,3rd Floor,5-10 years,Near Mall
750,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5000000,Ready_to_move,New_Property,Apartment,6666.666667,2nd Floor,0-5 years,Near Hospital
720,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4700000,Ready_to_move,New_Property,Apartment,6527.777778,1st Floor,5-10 years,None
800,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5500000,Ready_to_move,New_Property,Apartment,6875,3rd Floor,5-10 years,None
350,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2000000,Ready_to_move,New_Property,Apartment,5714.285714,3rd Floor,10-20 years,Near Metro
980,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,7300000,Ready_to_move,New_Property,Apartment,7448.979592,Ground Floor,10-20 years,Near Hospital
1600,4,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,13000000,Ready_to_move,New_Property,Apartment,8125,2nd Floor,20+ years,Near Park
1450,3,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,11500000,Ready_to_move,New_Property,Apartment,7931.034483,Ground Floor,5-10 years,Near Metro
445,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2800000,Ready_to_move,New_Property,Apartment,6292.134831,3rd Floor,0-5 years,Near Mall
380,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2200000,Ready_to_move,New_Property,Apartment,5789.473684,Ground Floor,5-10 years,Near Park
680,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4400000,Ready_to_move,New_Property,Apartment,6470.588235,3rd Floor,5-10 years,None
1600,3,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,13500000,Ready_to_move,New_Property,Apartment,8437.5,1st Floor,5-10 years,None
630,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4100000,Ready_to_move,New_Property,Apartment,6507.936508,2nd Floor,20+ years,Near Park
1500,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,12000000,Ready_to_move,New_Property,Apartment,8000,3rd Floor,10-20 years,Near Hospital
550,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,3500000,Ready_to_move,New_Property,Apartment,6363.636364,1st Floor,20+ years,Near Mall
2500,4,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,15000000,Ready_to_move,New_Property,Apartment,6000,2nd Floor,5-10 years,Near Park
2800,5,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,17500000,Ready_to_move,New_Property,Apartment,6250,1st Floor,5-10 years,None
300,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,1900000,Ready_to_move,New_Property,Apartment,6333.333333,1st Floor,5-10 years,Near Mall
800,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5500000,Ready_to_move,New_Property,Apartment,6875,Penthouse,20+ years,Near Mall
1295,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,10000000,Ready_to_move,New_Property,Apartment,7722.007722,2nd Floor,10-20 years,Near Park
700,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4700000,Ready_to_move,New_Property,Apartment,6714.285714,3rd Floor,5-10 years,Near Metro
350,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2400000,Ready_to_move,New_Property,Builder_Floor,6857.142857,1st Floor,5-10 years,Near Hospital
450,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,3800000,Ready_to_move,New_Property,Builder_Floor,8444.444444,Ground Floor,5-10 years,Near Mall
2200,4,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,23000000,Ready_to_move,New_Property,Builder_Floor,10454.54545,3rd Floor,20+ years,Near Hospital
2300,4,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,24500000,Ready_to_move,New_Property,Builder_Floor,10652.17391,2nd Floor,10-20 years,Near Park
1150,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,10000000,Ready_to_move,New_Property,Builder_Floor,8695.652174,3rd Floor,20+ years,Near Metro
800,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5500000,Ready_to_move,New_Property,Builder_Floor,6875,Penthouse,20+ years,None
850,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,7000000,Ready_to_move,New_Property,Builder_Floor,8235.294118,3rd Floor,0-5 years,Near Hospital
720,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,6500000,Ready_to_move,New_Property,Builder_Floor,9027.777778,3rd Floor,20+ years,Near Metro
4688,5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,135000000,Almost_ready,New_Property,Apartment,28796.92833,2nd Floor,10-20 years,Near Metro
750,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5000000,Ready_to_move,New_Property,Apartment,6666.666667,3rd Floor,0-5 years,Near Mall
3901,4,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,93000000,Almost_ready,New_Property,Apartment,23840.04102,3rd Floor,20+ years,Near Park
950,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,4370000,Ready_to_move,New_Property,Apartment,4600,3rd Floor,20+ years,None
1000,3,2,Unfurnished,"Virat Residency, Dwarka Mor",1,4620000,Ready_to_move,New_Property,Apartment,4620,1st Floor,10-20 years,Near Mall
850,2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1,1900000,Ready_to_move,New_Property,Apartment,2235.294118,3rd Floor,10-20 years,Near Park
2400,4,4,Semi-Furnished,"Find Homes, Greater Kailash 2",1,70000000,Ready_to_move,New_Property,Apartment,29166.66667,3rd Floor,20+ years,Near Mall
1350,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,5130000,Ready_to_move,New_Property,Apartment,3800,3rd Floor,0-5 years,Near Park
540,2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,3000000,Ready_to_move,New_Property,Apartment,5555.555556,Ground Floor,20+ years,None
1387,4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1,5890000,Ready_to_move,New_Property,Apartment,4246.575342,3rd Floor,10-20 years,Near Park
540,2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,3300000,Ready_to_move,New_Property,Apartment,6111.111111,2nd Floor,10-20 years,Near Metro
976,2,2,Furnished,"Godrej South Estate, Okhla",1,24900000,Ready_to_move,New_Property,Apartment,25512.29508,1st Floor,0-5 years,Near Park
1050,3,2,Unfurnished,"The Elite Spire, Dwarka Sector 21",1,3700000,Ready_to_move,New_Property,Apartment,3523.809524,1st Floor,20+ years,Near Metro
2700,4,3,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1,60000000,Ready_to_move,New_Property,Builder_Floor,22222.22222,Ground Floor,0-5 years,Near Park
1500,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,17400000,Ready_to_move,Resale,Apartment,11600,2nd Floor,0-5 years,None
2900,5,5,Furnished,Janakpuri Block A3,1,51000000,Almost_ready,New_Property,Builder_Floor,17586.2069,Ground Floor,0-5 years,Near Metro
5025,5,6,Unfurnished,Greater Kailash 2,4,170000000,Almost_ready,New_Property,Builder_Floor,33830.84577,2nd Floor,20+ years,Near Metro
1000,3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,5510000,Almost_ready,New_Property,Builder_Floor,5510,Penthouse,0-5 years,None
1135,3,3,Furnished,"The Amaryllis, Karol Bagh",2,25000000,Almost_ready,Resale,Apartment,22026.43172,Ground Floor,20+ years,None
2306,3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,57000000,Almost_ready,New_Property,Apartment,24718.12663,Penthouse,20+ years,Near Park
850,2,2,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1,2940000,Almost_ready,New_Property,Apartment,3458.823529,3rd Floor,10-20 years,Near Mall
1200,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1,15500000,Ready_to_move,Resale,Apartment,12916.66667,Ground Floor,5-10 years,Near Park
1700,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1,17200000,Ready_to_move,Resale,Apartment,10117.64706,2nd Floor,10-20 years,Near Park
1800,4,3,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2,55000000,Ready_to_move,Resale,Builder_Floor,30555.55556,2nd Floor,0-5 years,Near Hospital
1100,2,2,Semi-Furnished,Vasant Kunj,1,15000000,Ready_to_move,Resale,Apartment,13636.36364,3rd Floor,0-5 years,None
22050,4,4,Semi-Furnished,Greater Kailash 1,2,51000000,Almost_ready,New_Property,Builder_Floor,2312.92517,1st Floor,20+ years,Near Mall
1550,4,3,Semi-Furnished,Rohini Sector 24,1,13000000,Ready_to_move,New_Property,Builder_Floor,8387.096774,1st Floor,20+ years,None
1600,3,3,Semi-Furnished,Greater Kailash 1,1,30000000,Ready_to_move,New_Property,Builder_Floor,18750,2nd Floor,5-10 years,Near Mall
700,2,2,Semi-Furnished,"Khanpur, Madangir",1,2400000,Ready_to_move,New_Property,Builder_Floor,3428.571429,3rd Floor,0-5 years,None
45,4,3,Unfurnished,"Batla House, Okhla",1,5500000,Ready_to_move,New_Property,Builder_Floor,122222.2222,1st Floor,20+ years,Near Mall
3510,4,4,Semi-Furnished,"Friends Colony West, New Friends Colony",2,45000000,Ready_to_move,Resale,Builder_Floor,12820.51282,1st Floor,10-20 years,Near Metro
4500,4,4,Semi-Furnished,New Friends Colony,2,60000000,Ready_to_move,New_Property,Builder_Floor,13333.33333,3rd Floor,0-5 years,Near Mall
1800,4,4,Semi-Furnished,New Friends Colony,2,65000000,Ready_to_move,New_Property,Builder_Floor,36111.11111,3rd Floor,5-10 years,Near Hospital
6000,5,5,Semi-Furnished,"Maharani Bagh, New Friends Colony",9,220000000,Ready_to_move,New_Property,Builder_Floor,36666.66667,Penthouse,10-20 years,Near Hospital
4300,4,4,Unfurnished,"New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",2,60000000,Ready_to_move,Resale,Builder_Floor,13953.48837,2nd Floor,20+ years,Near Park
1700,3,3,Semi-Furnished,"Friends Colony East, New Friends Colony",2,38500000,Ready_to_move,New_Property,Builder_Floor,22647.05882,Penthouse,20+ years,Near Metro
2500,3,3,Semi-Furnished,"Maharani Bagh, New Friends Colony",2,50000000,Ready_to_move,Resale,Apartment,20000,2nd Floor,5-10 years,None
4500,4,4,Semi-Furnished,New Friends Colony,2,75000000,Ready_to_move,New_Property,Builder_Floor,16666.66667,3rd Floor,0-5 years,Near Mall
2450,4,4,Furnished,"Friends Colony West, New Friends Colony",2,70000000,Ready_to_move,New_Property,Builder_Floor,28571.42857,Penthouse,0-5 years,Near Mall
10350,4,7,Semi-Furnished,"Maharani Bagh, New Friends Colony",3,160000000,Ready_to_move,New_Property,Apartment,15458.9372,Ground Floor,10-20 years,None
4800,3,4,Semi-Furnished,"Maharani Bagh, New Friends Colony",1,85000000,Ready_to_move,Resale,Builder_Floor,17708.33333,3rd Floor,20+ years,Near Mall
1600,3,3,Semi-Furnished,New Friends Colony,2,40000000,Ready_to_move,Resale,Apartment,25000,Ground Floor,10-20 years,Near Metro
3500,4,4,Unfurnished,New Friends Colony,2,90000000,Ready_to_move,Resale,Builder_Floor,25714.28571,Ground Floor,10-20 years,Near Park
2100,4,5,Semi-Furnished,New Friends Colony,2,56000000,Ready_to_move,New_Property,Builder_Floor,26666.66667,3rd Floor,0-5 years,Near Hospital
4200,5,5,Semi-Furnished,"Friends Colony East, New Friends Colony",2,135500000,Ready_to_move,New_Property,Builder_Floor,32261.90476,3rd Floor,20+ years,Near Metro
1500,3,3,Semi-Furnished,New Friends Colony,2,60000000,Ready_to_move,New_Property,Builder_Floor,40000,1st Floor,5-10 years,Near Mall
8150,4,5,Unfurnished,"Maharani Bagh, New Friends Colony",4,170000000,Ready_to_move,New_Property,Builder_Floor,20858.89571,2nd Floor,5-10 years,Near Mall
2200,4,4,Semi-Furnished,"Kalindi Colony, Maharani Bagh, New Friends Colony",2,50000000,Ready_to_move,Resale,Builder_Floor,22727.27273,Penthouse,0-5 years,Near Metro
3500,4,5,Semi-Furnished,New Friends Colony,2,58000000,Ready_to_move,New_Property,Builder_Floor,16571.42857,2nd Floor,10-20 years,Near Metro
2070,3,3,Semi-Furnished,"Friends Colony East, New Friends Colony",2,37500000,Ready_to_move,New_Property,Builder_Floor,18115.94203,3rd Floor,20+ years,None
3500,3,3,Unfurnished,"Maharani Bagh, New Friends Colony",1,45000000,Ready_to_move,Resale,Builder_Floor,12857.14286,Penthouse,20+ years,Near Metro
2000,4,4,Semi-Furnished,New Friends Colony,3,70000000,Ready_to_move,New_Property,Builder_Floor,35000,1st Floor,0-5 years,None
2800,6,4,Semi-Furnished,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2,29500000,Ready_to_move,Resale,Apartment,10535.71429,1st Floor,20+ years,Near Metro
2550,4,4,Unfurnished,New Friends Colony,1,60000000,Ready_to_move,Resale,Builder_Floor,23529.41176,2nd Floor,5-10 years,None
4500,4,4,Semi-Furnished,New Friends Colony,2,70000000,Ready_to_move,Resale,Builder_Floor,15555.55556,3rd Floor,20+ years,None
1400,3,3,Semi-Furnished,New Friends Colony,2,50000000,Ready_to_move,New_Property,Builder_Floor,35714.28571,3rd Floor,20+ years,Near Hospital
2800,4,5,Semi-Furnished,New Friends Colony,2,75000000,Ready_to_move,New_Property,Builder_Floor,26785.71429,1st Floor,0-5 years,Near Mall
2700,4,4,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2,52500000,Ready_to_move,New_Property,Builder_Floor,19444.44444,2nd Floor,0-5 years,None
4500,4,4,Semi-Furnished,New Friends Colony,2,55000000,Ready_to_move,Resale,Builder_Floor,12222.22222,Penthouse,10-20 years,None
7200,4,4,Semi-Furnished,"Maharani Bagh, New Friends Colony",2,120000000,Ready_to_move,Resale,Builder_Floor,16666.66667,Ground Floor,5-10 years,Near Park
2799,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",,65000000,Ready_to_move,New_Property,Builder_Floor,23222.57949,Ground Floor,0-5 years,Near Park
2650,4,4,Unfurnished,"Kailash Colony, Greater Kailash",2,75000000,Ready_to_move,New_Property,Builder_Floor,28301.88679,1st Floor,20+ years,Near Metro
2200,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,New_Property,Builder_Floor,21590.90909,2nd Floor,10-20 years,Near Park
3500,5,5,Semi-Furnished,"Kailash Colony, Greater Kailash",1,70000000,Ready_to_move,New_Property,Builder_Floor,20000,3rd Floor,5-10 years,Near Mall
2200,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,New_Property,Builder_Floor,21590.90909,3rd Floor,10-20 years,Near Mall
2200,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",1,40000000,Ready_to_move,New_Property,Builder_Floor,18181.81818,3rd Floor,5-10 years,Near Mall
3500,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",3,85000000,Ready_to_move,New_Property,Builder_Floor,24285.71429,1st Floor,0-5 years,None
1440,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",3,26000000,Ready_to_move,New_Property,Builder_Floor,18055.55556,Ground Floor,10-20 years,Near Mall
3150,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",3,35000000,Ready_to_move,Resale,Builder_Floor,11111.11111,1st Floor,20+ years,Near Hospital
900,2,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,20000000,Ready_to_move,Resale,Builder_Floor,22222.22222,Ground Floor,20+ years,Near Hospital
3690,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",3,79000000,Almost_ready,New_Property,Builder_Floor,21409.21409,3rd Floor,10-20 years,Near Mall
1200,3,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,17000000,Ready_to_move,Resale,Builder_Floor,14166.66667,Ground Floor,5-10 years,Near Mall
4500,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,Resale,Builder_Floor,10555.55556,3rd Floor,10-20 years,Near Hospital
2799,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,43000000,Ready_to_move,New_Property,Builder_Floor,15362.62951,3rd Floor,5-10 years,None
1350,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,26000000,Ready_to_move,New_Property,Builder_Floor,19259.25926,3rd Floor,0-5 years,Near Mall
